Autor;Emenda;UO (Ajustada);Funcional;Ação + Subtítulo;Valor aprovado;Empenhado;Depesa Executada;Pago
KAIO MANIÇOBA;37000001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0026;NO ESTADO DE PERNAMBUCO;33000;0;0;0
KAIO MANIÇOBA;37000001-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.20YL.0026;NO ESTADO DE PERNAMBUCO;-33000;0;0;0
KAIO MANIÇOBA;37000004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0026;NO ESTADO DE PERNAMBUCO;0;1163000;0;0
KAIO MANIÇOBA;37000007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0026;NO ESTADO DE PERNAMBUCO;0;129960;0;0
KAIO MANIÇOBA;37000012-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0026;NO ESTADO DE PERNAMBUCO;0;100000;0;0
KAIO MANIÇOBA;37000003-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0026;NO ESTADO DE PERNAMBUCO;0;0;0;364800
KAIO MANIÇOBA;37000010-2016;COMANDO DA AERONÁUTICA;05.301.2108.2E74.0001;NACIONAL;0;0;0;90000
KÁTIA ABREU;23590002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0017;NO ESTADO DO TOCANTINS;-59762;2622238;0;0
KÁTIA ABREU;23590003-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0017;NO ESTADO DO TOCANTINS;-777030;399930;0;0
KÁTIA ABREU;23590004-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;400000;0;0
KÁTIA ABREU;23590006-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0017;NO ESTADO DO TOCANTINS;836792;259769;0;0
KÁTIA ABREU;23590002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0017;NO ESTADO DO TOCANTINS;0;0;0;491700
KÁTIA ABREU;23590004-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0017;NO ESTADO DO TOCANTINS;0;0;0;121875
KEIKO OTA;28050004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0035;NO ESTADO DE SÃO PAULO;-1929;598970;0;0
KEIKO OTA;28050004-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;1929;0;0;0
KEIKO OTA;28050001-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0035;NO ESTADO DE SÃO PAULO;0;0;0;157540
KEIKO OTA;28050007-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;0;0;0;300000
LAERCIO OLIVEIRA;26080009-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0035;NO ESTADO DE SÃO PAULO;0;200000;0;0
LAERCIO OLIVEIRA;26080011-2017;MINISTÉRIO DA INTEGRAÇÃO NACIONAL;20.607.2077.10BC.0028;NO ESTADO DE SERGIPE;-300000;0;0;0
LAERCIO OLIVEIRA;26080012-2017;JUSTIÇA FEDERAL DE PRIMEIRO GRAU;02.122.0569.15G4.1883;NO MUNICÍPIO DE LAGARTO - SE;0;-649;7117;7117
LAERCIO OLIVEIRA;26080013-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0028;NO ESTADO DE SERGIPE;300000;4384949;0;0
LAERCIO OLIVEIRA;26080014-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0028;NO ESTADO DE SERGIPE;280000;0;0;0
LAERCIO OLIVEIRA;26080014-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0028;NO ESTADO DE SERGIPE;-580000;470000;0;0
LAERCIO OLIVEIRA;26080001-2017;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0028;NO ESTADO DE SERGIPE;300000;0;0;0
LAERTE BESSA;25510007-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0050;NA REGIÃO CENTRO-OESTE;0;4126000;0;0
LAERTE BESSA;25510008-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0053;NO DISTRITO FEDERAL;0;405000;0;0
LASIER MARTINS;37930012-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0043;NO ESTADO DO RIO GRANDE DO SUL;0;297765;0;0
LAUDIVIO CARVALHO;37010003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;-500000;1621794;0;0
LAUDIVIO CARVALHO;37010005-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;840000;0;0;0
LAUDIVIO CARVALHO;37010005-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;-340000;2509700;0;0
LAUDIVIO CARVALHO;37010001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;0;500000;0;0
LAURA CARNEIRO;32680004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0033;NO ESTADO DO RIO DE JANEIRO;0;999800;0;0
LAURA CARNEIRO;32680005-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0033;NO ESTADO DO RIO DE JANEIRO;0;700432;0;0
LAURA CARNEIRO;32680006-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0033;NO ESTADO DO RIO DE JANEIRO;0;250000;0;0
LÁZARO BOTELHO;24290002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0017;NO ESTADO DO TOCANTINS;-782524;1437245;0;0
LÁZARO BOTELHO;24290008-2017;MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;19.126.2021.20V8.7194;IMPLANTAÇÃO DA 1ª ETAPA DA TV DIGITAL - EM PALMAS - NO ESTADO DO TOCANTINS;-200000;0;0;0
LÁZARO BOTELHO;24290010-2017;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0017;NO ESTADO DO TOCANTINS;200000;0;0;0
LÁZARO BOTELHO;24290011-2017;MINISTÉRIO DO TURISMO;23.695.2076.20Y3.0017;NO ESTADO DO TOCANTINS;0;0;982200;982200
LÁZARO BOTELHO;24290003-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0017;NO ESTADO DO TOCANTINS;582524;2000000;0;0
LÁZARO BOTELHO;24290003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0017;NO ESTADO DO TOCANTINS;200000;0;0;0
LÁZARO BOTELHO;24290002-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0017;NO ESTADO DO TOCANTINS;0;0;0;296000
LÁZARO BOTELHO;24290001-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0017;NO ESTADO DO TOCANTINS;0;0;0;394480
LEANDRE;37020010-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;258881;1536940;0;0
LEANDRE;37020011-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;150000;0;0;0
LEANDRE;37020011-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;-408881;1199960;0;0
LEANDRE;37020012-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0041;NO ESTADO DO PARANÁ;0;1236000;0;0
LEANDRE;37020006-2016;MINISTÉRIO DAS MULHERES, DA IGUALDADE RACIAL E DOS DIREITOS HUMANOS - ADMINISTRAÇÃO DIRETA;14.243.2062.14UF.0041;NO ESTADO DO PARANÁ;0;0;0;62475
LEANDRE;37020011-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;0;0;0;298810
LELO COIMBRA;24910002-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;200000;0;0
LELO COIMBRA;24910005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0032;NO ESTADO DO ESPÍRITO SANTO;0;2459920;0;0
LELO COIMBRA;24910007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0032;NO ESTADO DO ESPÍRITO SANTO;0;1199900;0;0
LEO DE BRITO;37030001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0012;NO ESTADO DO ACRE;-200000;1550000;0;0
LEO DE BRITO;37030002-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0012;NO ESTADO DO ACRE;0;671070;0;0
LEO DE BRITO;37030003-2017;MINISTÉRIO DA DEFESA;05.244.2058.1211.0012;NO ESTADO DO ACRE;0;-387840;0;0
LEO DE BRITO;37030004-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0166;NO MUNICÍPIO DE RIO BRANCO - AC;0;1500000;0;0
LEO DE BRITO;37030021-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0169;NO MUNICÍPIO DE SENADOR GUIOMARD - AC;200000;0;0;0
LEO DE BRITO;37030010-2016;MINISTÉRIO DA DEFESA;05.244.2058.1211.0012;NO ESTADO DO ACRE;0;0;0;599900
LEO DE BRITO;37030014-2016;FUNDO NACIONAL DE SAÚDE;10.305.2015.20YJ.0166;NO MUNICÍPIO DE RIO BRANCO - AC;0;0;0;160932
LEONARDO MONTEIRO;14030008-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;100000;0;0
LEONARDO MONTEIRO;14030011-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;0;3125280;0;0
LEONARDO MONTEIRO;14030002-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;0;0;0;1270990
LEONARDO MONTEIRO;14030003-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;0;0;0;212150
LEONARDO MONTEIRO;14030004-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;0;0;0;320460
LEONARDO MONTEIRO;14030012-2016;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0031;NO ESTADO DE MINAS GERAIS;0;0;0;121875
LEONARDO QUINTÃO;24810006-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;0;8222953;0;0
LEONARDO QUINTÃO;24810007-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;0;0;0;1000000
LEONARDO QUINTÃO;24810001-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0031;NO ESTADO DE MINAS GERAIS;0;0;0;321927
LEONARDO QUINTÃO;24810002-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0031;NO ESTADO DE MINAS GERAIS;0;0;0;146250
LEÔNIDAS CRISTINO;32700002-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;0;2369536;0;0
LEÔNIDAS CRISTINO;32700005-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0023;NO ESTADO DO CEARÁ;0;0;0;42008
LEÔNIDAS CRISTINO;32700008-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0023;NO ESTADO DO CEARÁ;0;0;0;220500
LEOPOLDO MEYER;28440004-2017;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0041;NO ESTADO DO PARANÁ;650000;0;0;0
LEOPOLDO MEYER;28440005-2017;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0041;NO ESTADO DO PARANÁ;-650000;0;0;0
LEOPOLDO MEYER;28440011-2017;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;08.244.2037.2B30.0041;NO ESTADO DO PARANÁ;-200000;0;0;0
LEOPOLDO MEYER;28440012-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;3650000;1108950;0;0
LEOPOLDO MEYER;28440013-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;-4500000;0;0;0
LEOPOLDO MEYER;28440014-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0041;NO ESTADO DO PARANÁ;1050000;0;0;0
LEOPOLDO MEYER;28440015-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;-200000;0;0;0
LEOPOLDO MEYER;28440016-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;200000;0;0;0
LEOPOLDO MEYER;28440001-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0041;NO ESTADO DO PARANÁ;0;0;0;122925
LEOPOLDO MEYER;28440006-2016;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0041;NO ESTADO DO PARANÁ;0;0;0;800438
LEOPOLDO MEYER;28440011-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;0;0;0;492000
LEOPOLDO MEYER;28440012-2016;TRIBUNAL REGIONAL ELEITORAL DO PARANÁ;02.122.0570.7W43.4360;NO MUNICÍPIO DE SÃO JOSÉ DOS PINHAIS - PR;0;0;0;10918
LÍDICE DA MATA;28790003-2017;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0029;NO ESTADO DA BAHIA;0;260250;0;0
LÍDICE DA MATA;28790007-2017;UNIVERSIDADE FEDERAL DA BAHIA;12.364.2080.8282.0029;NO ESTADO DA BAHIA;0;2162;0;0
LÍDICE DA MATA;28790018-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0029;NO ESTADO DA BAHIA;0;5859770;0;0
LÍDICE DA MATA;28790006-2016;UNIVERSIDADE FEDERAL DA BAHIA;12.364.2080.8282.0029;NO ESTADO DA BAHIA;0;0;0;72
LÍDICE DA MATA;28790008-2016;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;12.364.2080.8282.0029;NO ESTADO DA BAHIA;0;0;0;7689
LÍDICE DA MATA;28790002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0029;NO ESTADO DA BAHIA;0;0;0;246550
LÍDICE DA MATA;28790004-2015;MINISTÉRIO DO DESENVOLVIMENTO AGRÁRIO;21.127.2029.210X.0029;NO ESTADO DA BAHIA;0;0;0;150000
LINCOLN PORTELA;35950003-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;-2000;1278000;0;0
LINCOLN PORTELA;35950004-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;286817;0;0;0
LINCOLN PORTELA;35950004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;-386817;0;0;0
LINCOLN PORTELA;35950005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;102000;949810;0;0
LINCOLN PORTELA;35950006-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;200000;0;0;0
LINCOLN PORTELA;35950006-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;-1500000;0;0;0
LINCOLN PORTELA;35950007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;1300000;249990;0;0
LINCOLN PORTELA;35950001-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0031;NO ESTADO DE MINAS GERAIS;0;0;0;394200
LINCOLN PORTELA;35950004-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0031;NO ESTADO DE MINAS GERAIS;0;0;0;414375
LINDBERGH FARIAS;28810010-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.3312;NO MUNICÍPIO DE MAGÉ - RJ;0;501930;0;0
LINDBERGH FARIAS;28810012-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.3316;NO MUNICÍPIO DE MESQUITA - RJ;0;21800;0;0
LINDBERGH FARIAS;28810017-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.3335;NO MUNICÍPIO DE QUISSAMÃ - RJ;0;500000;0;0
LINDBERGH FARIAS;28810003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.3285;NO MUNICÍPIO DE CABO FRIO - RJ;0;1000000;0;0
LINDBERGH FARIAS;28810003-2016;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;12.364.2080.8282.0033;NO ESTADO DO RIO DE JANEIRO;0;0;0;429492
LINDBERGH FARIAS;28810010-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0033;NO ESTADO DO RIO DE JANEIRO;0;0;0;1540000
LINDBERGH FARIAS;28810015-2016;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;12.364.2080.8282.0033;NO ESTADO DO RIO DE JANEIRO;0;0;0;2073942
LINDOMAR GARÇON;24200004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0011;NO ESTADO DE RONDÔNIA;650000;999975;0;0
LINDOMAR GARÇON;24200007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;0;553500;0;0
LINDOMAR GARÇON;24200005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0011;NO ESTADO DE RONDÔNIA;-650000;0;0;0
LINDOMAR GARÇON;24200012-2016;MINISTÉRIO DA DEFESA;05.244.2058.1211.0011;NO ESTADO DE RONDÔNIA;0;0;0;750000
LUCAS VERGILIO;37040002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0052;NO ESTADO DE GOIÁS;0;499790;0;0
LUCAS VERGILIO;37040004-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0052;NO ESTADO DE GOIÁS;0;1199960;0;0
LUCAS VERGILIO;37040010-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0052;NO ESTADO DE GOIÁS;0;1350000;0;0
LUCAS VERGILIO;37040012-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;300000;0;0
LUCAS VERGILIO;37040014-2017;UNIVERSIDADE FEDERAL DE GOIÁS;12.364.2080.8282.5512;NO MUNICÍPIO DE GOIÂNIA - GO;0;0;66976;11807
LUCAS VERGILIO;37040002-2016;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0052;NO ESTADO DE GOIÁS;0;0;0;243750
LÚCIA VÂNIA;20210004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0052;NO ESTADO DE GOIÁS;0;458000;0;0
LÚCIA VÂNIA;20210006-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0052;NO ESTADO DE GOIÁS;0;1355200;0;0
LÚCIA VÂNIA;20210001-2016;EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA - EMBRAPA;20.572.2042.116Z.0052;NO ESTADO DE GOIÁS;0;0;0;600000
LUCIANA SANTOS;27230002-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.1607;NO MUNICÍPIO DE CARPINA - PE;0;279000;0;0
LUCIANA SANTOS;27230004-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.1614;NO MUNICÍPIO DE CONDADO - PE;0;300000;0;0
LUCIANA SANTOS;27230009-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0026;NO ESTADO DE PERNAMBUCO;0;250000;0;0
LUCIANA SANTOS;27230011-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0026;NO ESTADO DE PERNAMBUCO;0;200000;0;0
LUCIANA SANTOS;27230013-2017;MINISTÉRIO DA INTEGRAÇÃO NACIONAL;18.544.2084.1851.0026;NO ESTADO DE PERNAMBUCO;1000000;800000;0;0
LUCIANA SANTOS;27230015-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.1660;NO MUNICÍPIO DE LAGOA DO CARRO - PE;0;500000;0;0
LUCIANA SANTOS;27230019-2017;MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;19.573.2021.6702.0026;NO ESTADO DE PERNAMBUCO;-1000000;0;0;0
LUCIANA SANTOS;27230021-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0026;NO ESTADO DE PERNAMBUCO;0;510000;0;0
LUCIANA SANTOS;27230022-2017;MINISTÉRIO DAS CIDADES;17.512.2068.10SC.0026;NO ESTADO DE PERNAMBUCO;0;789800;0;0
LUCIANA SANTOS;27230010-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.1703;NO MUNICÍPIO DE SANHARÓ - PE;0;0;0;74040
LUCIANA SANTOS;27230012-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0026;NO ESTADO DE PERNAMBUCO;0;0;0;523847
LUCIANA SANTOS;27230017-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.1695;NO MUNICÍPIO DE RECIFE - PE;0;0;0;523817
LUCIANA SANTOS;27230018-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0026;NO ESTADO DE PERNAMBUCO;0;0;0;270000
LUCIANO DUCCI;37050010-2017;HOSPITAL DE CLÍNICAS DA UNIVERSIDADE FEDERAL DO PARANÁ;12.302.2080.4086.0041;NO ESTADO DO PARANÁ;0;0;48778;0
LUCIANO DUCCI;37050001-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;0;2182115;0;0
LUCIANO DUCCI;37050002-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0041;NO ESTADO DO PARANÁ;0;2400000;0;0
LUCIANO DUCCI;37050003-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;0;428500;0;0
LUCIANO DUCCI;37050003-2016;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0041;NO ESTADO DO PARANÁ;0;0;0;195000
LUCIANO DUCCI;37050004-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;0;0;0;1496300
LUCIANO DUCCI;37050005-2016;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0041;NO ESTADO DO PARANÁ;0;0;0;1000000
LUCIANO DUCCI;37050006-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;0;0;0;861394
LUCIANO DUCCI;37050011-2016;TRIBUNAL REGIONAL ELEITORAL DO PARANÁ;02.122.0570.7W43.4360;NO MUNICÍPIO DE SÃO JOSÉ DOS PINHAIS - PR;0;0;0;123878
LUCIO MOSQUINI;37060006-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0011;NO ESTADO DE RONDÔNIA;354194;2244370;0;0
LUCIO MOSQUINI;37060007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;-354194;150000;0;0
LUCIO MOSQUINI;37060002-2016;MINISTÉRIO DA DEFESA;05.244.2058.1211.0011;NO ESTADO DE RONDÔNIA;0;0;0;3149219
LÚCIO VALE;23850006-2017;MINISTÉRIO DA INTEGRAÇÃO NACIONAL;18.544.2084.1851.0015;NO ESTADO DO PARÁ;0;1000000;0;0
LÚCIO VALE;23850007-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0015;NO ESTADO DO PARÁ;0;5499415;0;0
LÚCIO VALE;23850002-2016;INSTITUTO NACIONAL DE COLONIZAÇÃO E REFORMA AGRÁRIA - INCRA;21.631.2066.211A.0015;NO ESTADO DO PARÁ;0;0;0;1500000
LUCIO VIEIRA LIMA;27460002-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0029;NO ESTADO DA BAHIA;0;979821;0;0
LUCIO VIEIRA LIMA;27460003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0029;NO ESTADO DA BAHIA;0;2389660;0;0
LUCIO VIEIRA LIMA;27460003-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0029;NO ESTADO DA BAHIA;0;0;0;19760
LUCIO VIEIRA LIMA;27460002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0029;NO ESTADO DA BAHIA;0;0;0;390435
LUIS CARLOS HEINZE;36620007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0043;NO ESTADO DO RIO GRANDE DO SUL;200000;1175000;0;0
LUIS CARLOS HEINZE;36620008-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0043;NO ESTADO DO RIO GRANDE DO SUL;-200000;1438184;0;0
LUIS CARLOS HEINZE;36620009-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0043;NO ESTADO DO RIO GRANDE DO SUL;0;1500000;0;0
LUIS CARLOS HEINZE;36620002-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0043;NO ESTADO DO RIO GRANDE DO SUL;0;0;0;122925
LUIS CARLOS HEINZE;36620003-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0043;NO ESTADO DO RIO GRANDE DO SUL;0;0;0;134063
LUIS CARLOS HEINZE;36620008-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0043;NO ESTADO DO RIO GRANDE DO SUL;0;0;0;452840
LUIS TIBÉ;27620001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;300000;4761477;0;0
LUIS TIBÉ;27620003-2017;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0031;NO ESTADO DE MINAS GERAIS;1809769;42310;0;0
LUIS TIBÉ;27620005-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;-300000;198750;0;0
LUIS TIBÉ;27620008-2017;MINISTÉRIO DO ESPORTE;27.812.2035.20JQ.7018;CONFEDERAÇÃO BRASILEIRA DE WRESTLING - NO ESTADO DE MINAS GERAIS;-1809769;0;0;0
LUIS TIBÉ;27620003-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0031;NO ESTADO DE MINAS GERAIS;0;0;0;29954
LUIS TIBÉ;27620009-2015;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0031;NO ESTADO DE MINAS GERAIS;0;0;0;106695
LUIZ CARLOS BUSATO;24070006-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0043;NO ESTADO DO RIO GRANDE DO SUL;0;650000;0;0
LUIZ CARLOS BUSATO;24070007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0043;NO ESTADO DO RIO GRANDE DO SUL;0;500000;0;0
